State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
TX,2.589536298117132,1.7594862040312478,No,No,-0.5910858161891493,2.61202399344513,-1.7164872950052796,2.612490584659531,-0.5389975488952734,0.6906211400366384,-0.5379359225231054,-0.3716481973108677,0.0898337433753928,-0.3700362281902433,0.14671276900269137,0.6997273022914688,0.14728567329723707,0.3863684002047146,True
IN,0.47827110421417507,-0.5101672105171906,No,No,-0.5910858161891493,1.1143951771680283,-0.15919707401084632,1.114756148681994,-2.411527243762488,-1.5353712155732577,-2.4118887383882015,-0.41078533071592116,-0.8072439709271684,-0.41123010004172955,1.2474932839616444,1.6036607356598358,1.2481279950128674,0.3863684002047146,False
LA,-0.08636958717847625,-0.5101672105171906,No,No,-0.5910858161891493,1.0655004032387876,-1.4653114529094033,1.0657548797951042,-0.9584928376804615,-0.12376630713771379,-0.9575487667880631,-0.23775800408305162,0.4386972989374999,-0.23730041889100928,0.47694692349037743,2.5075941690282026,0.47346117602779386,-0.41814211732681283,False
MS,-0.9210558266284825,-0.5101672105171906,No,No,-0.5910858161891493,-0.8359630273427806,0.5440952838576074,-0.8357074020113722,1.4186471321022684,-0.23235130009429408,1.4194626294174078,0.4213937164231199,0.18950904496456625,0.42180153073277116,-2.1649263124111098,-1.1081395644452652,-2.163124137710876,-0.41814211732681283,False
IN,-0.9210558266284825,-0.5101672105171906,No,No,-0.5910858161891493,0.5638762410758408,0.49386011543843217,0.5640244961923868,0.6404529731964135,-0.34093629305087436,0.6398410380842192,1.0372886052710741,1.1364244100617142,1.0351325116326782,-2.788701937554517,-0.20420613107689814,-2.788293851277777,-0.41814211732681283,False
KY,-1.4120477321873097,-0.5101672105171906,No,Yes,1.0010729993331124,0.25964209218278966,-0.8624894318793,0.2593644331130299,2.2353456894956536,-0.44952128600745467,2.234846679068633,-0.7506604366019158,0.3888596481429132,-0.7499352685983947,0.587024974986273,-0.6561728477610816,0.5821863436046463,-1.2226526348583402,False
MN,0.8956142239391782,1.7594862040312478,No,No,-0.5910858161891493,-0.8667486257426725,0.24268427334255585,-0.8665995063096286,0.17029400219079277,-0.12376630713771379,0.17016075217401103,-0.12652615124763505,1.2360997116508876,-0.1274500939537124,-0.03675065015713415,-1.1081395644452652,-0.04298336996225473,2.799899952799297,True
WY,2.7613834650627216,1.7594862040312478,No,No,-0.5910858161891493,-1.7866947426335649,2.352561346947917,-1.786971165402511,-1.6617047469000754,-0.5038137824857448,-1.6608771137094416,0.5532240605243544,0.48853494973208667,0.5545373400320044,0.14671276900269137,2.0556274523440194,0.14728567329723707,-1.2226526348583402,False
AZ,-0.20911756356818306,-0.6774048305365493,No,No,-0.5910858161891493,-0.008373705651564419,-0.8122542634601249,-0.008012055813259037,-0.010068706513949888,-0.12376630713771379,-0.0110357033040393,0.9507749419546393,-0.15935451059754085,0.9527447679297056,-0.4036774884767852,-1.1081395644452652,-0.4099308105341315,1.9953894352677697,False
NM,0.404622318380351,1.7594862040312478,No,Yes,1.0734438545841245,-0.5118087853674466,0.644565620695958,-0.5118729293675802,1.522001043831953,1.9936410555156021,1.521981676595778,0.5903013448028267,0.5882102513212601,0.5911541150111034,0.550332291154308,-0.20420613107689814,0.5550050517104332,0.3863684002047146,False
MI,-0.4055143257917139,1.7594862040312478,No,Yes,2.3761192491023384,-1.1456299288946359,-0.008491568753320503,-1.1456936899697387,0.5492583451996336,1.8307635660807315,0.5492428103451945,0.7653885205622786,-2.1030228915864235,0.7650837961618235,-0.29359943698088964,-0.6561728477610816,-0.2876149970101728,-1.2226526348583402,False
FL,0.08547757976711329,-0.6774048305365493,No,Yes,1.7247815518432315,-0.296309596568202,1.2473876417260612,-0.29669344425558686,0.2756744612092938,-0.3952287895291645,0.27506396324024995,-0.5487952221969011,-0.7075686693379949,-0.5485430062133504,1.394264019289505,1.6036607356598358,1.3976251004310392,1.9953894352677697,False
KS,-0.25821675412406575,-0.6774048305365493,Yes,No,-0.5910858161891493,-2.1669874287498785,0.49386011543843217,-2.1672636217638064,-0.45185601547612847,1.3964235942544103,-0.45210602255981874,0.45229145332184667,-1.0065945741055153,0.45384120883948287,0.03663471750679645,-1.1081395644452652,0.038560505720384615,-0.41814211732681283,True
SC,-0.6019110880152448,1.7594862040312478,No,No,-0.5910858161891493,-0.2528475752977661,0.4436249470192569,-0.253018400247707,0.37092218378370817,-1.4810787190949675,0.3704305187550136,0.8498423347521317,1.7843138703913417,0.8520486367371833,0.8071810779780635,-1.5601062811294486,0.8132273247054574,-0.41814211732681283,False
NC,1.28840774838624,-0.6774048305365493,No,No,-0.5910858161891493,1.4512258420139055,-2.319309316035383,1.4513735610354088,-0.168139395041702,0.6906211400366384,-0.1683905199033985,-1.096715089867656,-0.7574063201325816,-1.0977946308998343,-0.7339116429644706,0.6997273022914688,-0.7361063132646882,0.3863684002047146,False
MO,-0.9456054219064239,1.7594862040312478,No,Yes,2.882715235859422,-1.5911156469166032,0.1422139365042053,-1.590966089854953,-1.3516430117110239,0.03911118229715666,-1.350935808286461,-1.07817644772842,-0.5580557169542347,-1.079486243410285,-2.128233628579145,-0.20420613107689814,-2.1223521998695563,-1.2226526348583402,False
WA,-0.47916311162553804,-0.5101672105171906,No,No,-0.5910858161891493,0.708749645310627,0.09197876808503004,0.7088978129014516,0.5857361963983457,0.14769617525373696,0.5850052686632303,-1.5910788802472848,-0.009841558213780662,-1.59212109311767,-0.18352138548499405,0.24776058560728534,-0.1788898294333203,1.190878917736242,False
SD,1.018362200328885,-0.6774048305365493,No,Yes,2.882715235859422,0.13649969858322175,-0.25966741084919687,0.13686126089580614,-1.611041064679642,-1.8068336979647084,-1.6108096720641907,0.29780276882821277,0.2891843465537397,0.2982199151783125,-1.3943799519398428,-1.1081395644452652,-1.3884573187258027,0.3863684002047146,True
MT,0.9938126050509437,-0.5101672105171906,No,No,-0.5910858161891493,-0.180410873180373,-0.2094322424300216,-0.18058174189317464,-0.5856081365380722,0.4191586576451877,-0.5856192002804872,-0.23775800408305162,0.9370738068833672,-0.23730041889100928,0.990644497137889,-0.20420613107689814,0.9899057220178424,0.3863684002047146,False
MN,-0.5282623021814208,-0.5101672105171906,No,No,-0.5910858161891493,0.29223860813561675,-0.41037291610672266,0.2923870273628898,0.16218781303552332,0.4191586576451877,0.1630082605104035,-0.13270569862738005,-1.4551334312567958,-0.13202719082610048,0.03663471750679645,0.6997273022914688,0.038560505720384615,0.3863684002047146,False
SD,1.0429117956068263,-0.6774048305365493,No,Yes,1.1458147098351363,-0.6295184263082103,-0.5610784213642485,-0.6290498767057946,-0.5511568326281778,0.4191586576451877,-0.55224090585032,1.0784855878027098,0.0898337433753928,1.0763263834841643,1.9446542767689816,-0.6561728477610816,1.941250938315301,0.3863684002047146,False
OK,-0.33186553995788987,1.7594862040312478,No,No,-0.5910858161891493,2.2027566264818588,-0.3099025792683721,2.2023712689757815,1.1754614574441886,0.7449136365149286,1.1762779128547618,2.314395063751782,-0.5580557169542347,2.312142539028753,-1.834692157923424,-0.6561728477610816,-1.8369486349803188,-0.41814211732681283,True
CT,2.36858994061566,-0.5101672105171906,No,Yes,1.8695232623452551,0.8753540601806309,0.9962117996301849,0.8750760291265557,0.3344443325849965,-0.06947381065942364,0.3346680604369769,2.0507343755493133,-0.308867462981301,2.0512480173026737,-0.8439896944603662,-1.1081395644452652,-0.8448314808415407,-1.2226526348583402,False
CT,-0.16001837301230032,-0.5101672105171906,No,Yes,2.086635828098291,-0.17316720296863408,-0.41037291610672266,-0.17312502706256097,-1.6779171252106142,0.8534986294715089,-1.6775662609245248,0.3369399022332668,-0.7075686693379949,0.33483669015741147,-5.7966325168526904e-05,0.24776058560728534,-0.0022114321209353595,2.799899952799297,True
MN,-0.20911756356818306,-0.5101672105171906,No,No,-0.5910858161891493,-0.013806458310369106,-0.15919707401084632,-0.01333828069226885,-0.060732388734383184,-0.6666912719206153,-0.06110314494929015,1.8117918768658254,0.6878855529104335,1.81323897993853,-1.3576872681078778,0.24776058560728534,-1.3612760268315895,-0.41814211732681283,False
RI,0.4537215089362337,-0.6774048305365493,No,No,-0.5910858161891493,-0.2148183066861348,0.34315461018090637,-0.21466958111883697,2.9912478282245183,-1.7525412014864183,2.9906266315231305,2.003357845637932,-0.6577310185434082,2.005477048578799,0.33017618816251687,-0.6561728477610816,0.323964070609622,-1.2226526348583402,True
IN,0.47827110421417507,-0.6774048305365493,No,No,-0.5910858161891493,2.066937810011747,-0.10896190559167104,2.0670851570489344,0.2412231572993994,-0.6123987754423251,0.24168566881008355,-1.3562560798169612,0.33902199734832644,-1.3541120557535267,0.4035615558264475,-0.6561728477610816,0.4055079462922614,1.9953894352677697,True
AL,0.4537215089362337,-0.6774048305365493,No,Yes,1.9418941175962672,-2.0565214580208537,-0.3099025792683721,-2.056478144280404,0.12773650912562834,-1.698248705008128,0.1272458021923677,-0.04825188443752695,-2.900425304299811,-0.04963944712312722,0.4035615558264475,-0.20420613107689814,0.4055079462922614,-0.41814211732681283,False
OR,-0.6264606832931862,1.7594862040312478,No,No,-0.5910858161891493,0.9333034218745456,0.1422139365042053,0.9336645027956625,1.2889481056179597,-0.34093629305087436,1.2883336155846083,0.26690503192948595,0.18950904496456625,0.26618023707160077,-0.9907604297882268,-0.6561728477610816,-0.9943285862597131,0.3863684002047146,False
MS,-0.9456054219064239,-0.6774048305365493,Yes,No,-0.5910858161891493,0.976765443144981,-1.214135610813527,0.9762743018277402,0.31823195427445766,-0.8295687613554857,0.31797891322189326,-0.11622690561472612,-0.15935451059754085,-0.11829590020893786,1.064029864801819,-1.1081395644452652,1.0578589517533754,0.3863684002047146,True
CA,0.5273702947700578,-0.6774048305365493,Yes,No,-0.5910858161891493,1.1288825175915067,-0.6113135897834238,1.1286043333674187,-0.2856791377931069,-1.1010312437469365,-0.28521455040898297,0.12889514044850653,0.6878855529104335,0.12886733089997948,0.3668688719944825,-0.20420613107689814,0.3647360084509414,-0.41814211732681283,False
DE,1.1165605814406505,-0.5101672105171906,No,No,-0.5910858161891493,-1.0478403810361552,-0.9127246002984754,-1.04769115219596,-0.47009494107548455,-1.0467387472686462,-0.47117933366277137,1.097024229941946,-0.059679209008367394,1.0992118678461016,0.3668688719944825,0.6997273022914688,0.3647360084509414,-1.2226526348583402,False
MS,-0.6264606832931862,-0.6774048305365493,No,No,-0.5910858161891493,0.864488554863022,-0.7117839266217743,0.8644235793685361,-2.0204036170207433,2.0479335519938924,-2.0208858607776725,2.2628988355872375,1.7843138703913417,2.261794473432492,0.3668688719944825,-0.6561728477610816,0.3647360084509414,0.3863684002047146,False
NC,0.7974158428274127,-0.5101672105171906,No,No,-0.5910858161891493,0.353809804935401,-1.0131949371368258,0.3541712359594033,0.447930980758767,0.7449136365149286,0.44910792705469277,0.09593755442319807,-0.9069192725163419,0.0968276527932678,-5.7966325168526904e-05,0.6997273022914688,-0.0022114321209353595,-0.41814211732681283,False
SD,-0.3809647305137726,-0.5101672105171906,No,Yes,0.9287021440821006,0.5747417463934497,0.5943304522767827,0.5746769459504064,-0.46401529920903234,0.7449136365149286,-0.46402684199916383,-1.3438969850574705,-0.9069192725163419,-1.3449578620087521,0.1100200851707264,0.24776058560728534,0.1065137354559171,-1.2226526348583402,False
NH,-1.1911013746858374,1.7594862040312478,No,No,-0.5910858161891493,0.5113596320407308,0.041743599665854766,0.5118274923780912,0.03248878655121396,-0.938153754312066,0.03187924667760404,-1.4819068765384502,-2.352211145559357,-1.482270768180373,-0.6605262753005406,0.24776058560728534,-0.6545624375820495,-0.41814211732681283,False
MA,-1.6575436849667233,-0.5101672105171906,No,No,-0.5910858161891493,-1.388292880987903,1.398093146983587,-1.388569544452583,1.120744680646121,1.5593010836892809,1.121442143433773,0.2751444284358132,-1.1561075264892755,0.2753344308163753,-0.5871409076366108,-0.6561728477610816,-0.5866092078465164,-1.2226526348583402,False
TX,-0.45461351634759667,-0.6774048305365493,No,No,-0.5910858161891493,-0.79069008851941,0.041743599665854766,-0.7909671130276905,-0.07897131433373929,-0.3952287895291645,-0.07779229216437292,0.08975800704345248,1.8341515211859283,0.08767345904849326,-0.9173750621242964,-0.20420613107689814,-0.9127847105770738,-1.2226526348583402,False
OR,-0.20911756356818306,-0.5101672105171906,No,No,-0.5910858161891493,0.9441689271921545,0.09197876808503004,0.9443169525536821,1.5483461585865783,0.4734511541234778,1.5482074793623377,0.70977259414457,1.0367491084725406,0.7101586336931748,-3.0455507243782725,-1.1081395644452652,-3.0465161242728014,-0.41814211732681283,True
UT,-0.16001837301230032,-0.6774048305365493,No,Yes,1.29055642033716,-0.6603040247081021,0.34315461018090637,-0.659941981004051,-0.2167765299733181,-0.6123987754423251,-0.21607379766077991,-0.713583152323444,-0.2091921613921276,-0.7133184936192958,-0.14682870165302908,-1.1081395644452652,-0.15170853753910718,-0.41814211732681283,False
NV,-0.9456054219064239,-0.5101672105171906,No,No,-0.5910858161891493,-1.5404099554344282,-1.0634301055560011,-1.5408995759922615,-0.338369367302358,-0.558106278964035,-0.33766615594210286,-0.22127921107039708,-0.4085427645704745,-0.22356912827384748,0.03663471750679645,0.6997273022914688,0.038560505720384615,0.3863684002047146,False
NE,-0.4300639210696553,-0.5101672105171906,No,No,-0.5910858161891493,1.4041419856376005,-0.8122542634601249,1.4045027821001235,0.7985236617241657,0.907791125949799,0.7995800185714479,-0.6373687346399176,-1.405295780462209,-0.6355078467887105,-1.7979994740914587,-1.5601062811294486,-1.7961766971389992,-1.2226526348583402,False
AZ,0.35552312782446827,-0.6774048305365493,No,No,-0.5910858161891493,1.04376939260357,-0.8624894318793,1.0433847353032633,-0.5693957582275334,0.3105736646886074,-0.5689300530654036,0.20098985987886905,-0.35870511377588776,0.2021008808581774,-0.18352138548499405,-1.1081395644452652,-0.1788898294333203,-1.2226526348583402,False
DC,0.23277515143476146,-0.5101672105171906,No,Yes,0.5668478678270411,0.7123714804164964,0.4436249470192569,0.7120935478288576,-1.4732358490400639,1.23354610481954,-1.472528166567784,0.00530419285359937,0.3888596481429132,0.005285715345520814,0.3668688719944825,-0.6561728477610816,0.3647360084509414,-0.41814211732681283,False
MA,0.6501182711597646,1.7594862040312478,Yes,No,-0.5910858161891493,0.19263814272420127,1.4985634838219375,0.19225399963750697,-0.3525551983240791,0.03911118229715666,-0.35197113926931745,0.11241634743585201,1.4852879656238211,0.11055894341043042,0.22009813666662195,-0.20420613107689814,0.21523890303276955,-0.41814211732681283,False
AZ,0.9201638192171195,-0.6774048305365493,No,No,-0.5910858161891493,-0.16411261520395995,-0.5108432529450732,-0.16460306725614518,-0.12355535468772036,0.3105736646886074,-0.12309140603388571,0.1968701616257057,1.3856126640346478,0.19752378398579015,0.33017618816251687,0.24776058560728534,0.323964070609622,1.190878917736242,False
MI,-0.5282623021814208,-0.5101672105171906,No,No,-0.5910858161891493,-0.5208633731321206,-0.10896190559167104,-0.5203948891739956,-0.10734297637718204,0.09340367877544681,-0.1064022588188021,-0.02559354404512742,-0.7075686693379949,-0.026753962761190877,-1.467765319603773,-1.1081395644452652,-1.4700011944084421,0.3863684002047146,False
TX,-0.7983078502387757,1.7594862040312478,No,No,-0.5910858161891493,-2.223125872890858,0.09197876808503004,-2.2226563605055074,1.1004792077579477,0.3105736646886074,1.0999846684429513,0.17627167035988783,-0.7075686693379949,0.174638299623853,0.2934835043305519,0.6997273022914688,0.2967827787154089,-1.2226526348583402,False
ID,-0.5773614927373035,1.7594862040312478,No,Yes,0.9287021440821006,1.4856332755196677,-1.1136652739751765,1.485461400261071,-0.001962517358680446,0.9620836224280892,-0.0014990477525631894,-0.5426156748171556,-0.4085427645704745,-0.5439659093409631,-1.467765319603773,-0.6561728477610816,-1.4700011944084421,1.9953894352677697,False
AL,-0.4300639210696553,-0.6774048305365493,No,No,-0.5910858161891493,-0.9844582666834363,0.2929194417617311,-0.984841698623645,1.384195828192374,1.28783860129783,1.383700171099372,0.05062087363839843,-1.205945177283862,0.05105668406939431,0.8071810779780635,0.24776058560728534,0.8132273247054574,-1.2226526348583402,False
SD,-0.2827663494020071,1.7594862040312478,No,No,-0.5910858161891493,-0.6023546630141878,0.6948007891151332,-0.6024187523107459,0.8593200803886856,0.25628116821031727,0.8591841157681748,1.241213668802671,-0.308867462981301,1.2411018708901091,-0.7339116429644706,-0.6561728477610816,-0.7361063132646882,-1.2226526348583402,False
